sentence,label,idx,target
question: When I paid for any goods how can I get it??? product: AiTechny 4K Camcorder Video Camera (with Microphone and Wide Angle Lens),0,5216,not funny
question: Do people really believe chin straps help with snoring? product: SnoreX(TM) Anti Snore Sleep Chin Strap,0,1712,not funny
question: Will this product help me reverse the effects of the snap? asking for a friend. tia product: Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,1,7244,funny
question: I'm having trouble accepting the terms and conditions on my game.did anybody else have this problem? product: Doom - Nintendo Switch,0,5037,not funny
question: Which one would you suggest for salt water use on a Duckett ghost 7 foot rod? product: KastKing Summer and Centron Spinning Reels 9 +1 BB Light Weight Ultra Smooth Powerful.,0,9903,not funny
"question: Will Emma Watson visit too? lol product: Touch Key 7"" Lcd RFID Password Video Door Phone Intercom System Kit+ Electric Strike Lock+ Wireless Remote Control unlock",1,4585,funny
question: is there a discount for quantity? product: Patek Philippe Nautilus 40mm Platinum 40th Anniversary Watch 5711-1P,0,17029,not funny
question: Does  it even work or is it a gag  gift product: Ouija Board Game,0,8840,not funny
question: Will this be able to take out some zombies?  Or is it merely a looking at piece? product: Real Lucille Prop Replica Real Barbed Wire Baseball Bat Inspired by The Walking Dead,1,614,funny
question: Would this be ok for youth athletes? product: CAP Barbell (HHWV-CB020C) Adjustable Weighted Vest 20-Pound,0,17222,not funny
question: HI I live in oregon have small pond outside I want a cold water snale!? product: Aquatic Arts 12 Painted Fire Red Cherry Shrimp (Breeding age young adults 1/2 to 1 inch long) + Java Moss Brand Food Sample,0,5650,not funny
question: Lowes has this post for almost 60 Dollars less!! Price match?? product: America's Fence Store Postmaster 8' Steel Post,0,17469,not funny
question: Can I pour Dragon Skin into this mold? product: OOMOO 30 Silicone Mold Making Rubber - Trial Unit,1,9017,funny
question: Did we export jobs to make this hat? product: Donald Trump Make America Great Again Hat-red,1,11844,funny
question: How does a person grab it? product: Pussy Natural Energy Drink (250ml - Pack of 4),1,93,funny
question: Why is Amazon allowing this fraudulent seller to keep listing? product: Gear Keeper RT5-5901 Micro Scuba Retractor Snap Clip Mount with Q/C Split Ring Accessory,0,1025,not funny
question: Will this device work for the rubber chuckit balls with the 2 holes in them? product: Hyper Pet K9 Kannon K2 Ball Launcher Dog Toys,0,6328,not funny
"question: What did you expect from ""made in China""? product: Big Mouth Toys Funny Toilet Paper: Obama",1,13881,funny
question: Does it belong in the trash? product: Colla Old Bold And Brash Squidward Art Artic None Frame Decorative Painting For Living Room Bedroom,1,10940,funny
"question: Protect Gozilla from Mothra? product: 72"" Beach Umbrella",1,12886,funny
"question: Can someone please explain the attraction of hanging ""nuts"" off the back of pickups and bikes? I don't get it... product: Egoodbest ABEL Heart Shaped Bike Tail Light Waterproof Silicon High Intensity Cycling Safety Rear Led Fits for All Road Racing and Mountain Bike",1,15438,funny
question: Does the model come with it? :D product: Back Pain Clavicle Posture Support Brace - Corrects and Helps with Bad Postures - Relieves Neck and Spine Pains,1,15292,funny
question: Will gas stations get after you when filling since they arent red? product: VP Racing Square Utility Jug with Deluxe Jug Tube 5 Gallons (White),1,15896,funny
"question: Is this safe to leave after dark? Will it start wandering around my house if left unattended? product: Funko Five Nights at Freddy's Freddy Fazbear Plush 6""",1,10098,funny
question: Is this weighted correctly? product: Cold Steel 92BKPB Medieval Buckler Martial Arts Weapons,0,2049,not funny
question: Do these wands come with/in a gift box or is it just the storage pouch? Thanks product: Fine Handcrafted Solid Wood Magic Wand for Witches and Wizards The Devout Heart Brown,0,2192,not funny
"question: To my uncle i said ""i need an orifice reducer"". ""that's what she said!"" he replied and began laughing. anyone else have a similar experience? product: 12 Pack of Essential Oil Bottle Caps w/ Orifice Reducing Euro Droppers (Black)",1,3615,funny
question: any of you guys actually used it for a data heist to get trade secrets? product: Corsair Flash Survivor Stealth 64GB  USB 3.0 (CMFSS3-64GB),1,14051,funny
question: Just got this for my son.  The figure doesn't stand on its own and there isn't a stand.  Did anyone else have this issue? product: Funko Pop! The Vote - Donald Trump Vinyl Figure,0,12519,not funny
question: Does this come with the baby? product: M'Baby Baby Balls Colorful Rattle Ball Soft Newborn Infant Toys for 0 to 36 Months,1,4085,funny
question: How many of these do I need to bring Frankenstein back to life? product: Anker PowerCore 26800 Portable Charger 26800mAh External Battery with Dual Input Port and Double-Speed Recharging 3 USB Ports for iPhone iPad Samsung Galaxy Android and Other Smart Devices,1,13334,funny
question: Is it like women underwar for men? product: FEESHOW Men's Silky Bikini Briefs Bulge Pouch Underwear Swimwear Ruched Back Apricot one Size,1,9399,funny
question: Do you recommend the use of this to take back the holy land? product: SZCO Supplies Brass Crusader Helmet,1,6515,funny
question: It supports Vesa 100x100 so I should be able to buy any vesa 100x100 wall mount that supports the weight? Does anyone have any recommendations? product: Samsung Electronics LC49HG90DMNXZA CHG90 Series Curved 49-Inch Gaming Monitor,0,18712,not funny
question: What are the dimensions? What is the maximum range? product: DASHUHUWAI Key finder Bluetooth Anti Lost Alarm with Remote Camera Shutter - Blue,0,1380,not funny
question: How many dolphan tears and time travel stones is it made of? product: Montegrappa Chaos Gold and Enamel Automatic Watch,1,6798,funny
question: Did anyone have problems with hair tangling or shedding? Also does it easily curl and flat iron well?? product: DFX Hair (TM) 8~30 inches Brazilian Virgin Human Hair Extension Body Wave Pack of Three 100g/Bundle 6A Natural Color Weft (18 20 22),0,2874,not funny
question: how do i get the Izilla General Roshani to appear on my map product: Far Cry Primal - PlayStation 4 Standard Edition,0,14739,not funny
question: How many dentists use these? product: DEWALT DW1354 14-Piece Titanium Drill Bit Set,1,5902,funny
question: Can anyone tell me if this is glossy or matte?  Some people say matte and others say glossy. Thanks! product: Acer G237HL bi 23-Inch LED Back-Lit (1920 x 1080) Widescreen Display,0,15102,not funny
question: Where is the bottle made? product: Embrava Best Sports Water Bottle - 32oz Large - Fast Flow Flip Top Leak Proof Lid w/One Click Open - Non-Toxic BPA Free & Eco-Friendly Tritan Co-Polyester Plastic,0,14976,not funny
question: Why aren't the ingredients listed?  Is there silicone dimethicone or trimethicone?  I am allergic and would like to know before I purchase. product: Skin Tight Body Boosting Bundle,0,13839,not funny
question: How can I trust these reviews? It seems like they have been swayed by the biased media. product: Trump Make America Great Again Red Cap Collectible Ornament,0,8551,not funny
question: Does the sonic screwdriver have the secret sounds? I ask this mainly because the one I ordered doesn't seem to feature them. product: Doctor Who - Dr. Who 12th Doctor's Sonic Screwdriver - Peter Capaldi - Touch Control With Lights and Sounds,0,17627,not funny
question: with this price does it fly you to the moon ? product: Microsoft Surface Book (Intel Core i7 16GB RAM 512GB) with Performance Base,1,77,funny
question: Do you have to load it after every shot or is there a magazine product: Buzz Bee Toys Air Warriors Predator Blaster,0,12402,not funny
question: Where can I find my size?  I only see men’s and women’s? product: Yes There are More than Two Genders Shirt,0,8875,not funny
question: Is is really unicorn meat because i want to buy it but my son won’t let me unless it’s real I don’t have my on money cause I’m 9 product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,1,4062,funny
question: It says what it is on the shipping package? product: Liquid Ass,0,13944,not funny
question: Does it have a working FM radio? product: EMIE Minimalist Wooden Portable Bluetooth Speaker  Radio-designed Home Speaker with Super Bass  Works with Apple iPhone  iPad  Samsung and More,0,13815,not funny
question: I would order some but I can’t figure out how this Amazon thingy works? product: BIC For Her Retractable Ball Pen Medium Point 1.0 mm Black Ink 2 Count (FHAP21-Black),0,1697,not funny
question: Will this help me make new friends? product: smith and wesson shield m&p handgun***WHITE** Sticker Decal,1,11801,funny
question: Do you have to build it? product: Zombie Vampire Blood Armblade Sword,0,4040,not funny
question: why did you guys add a monkey as a promotional picture? I am very offended product: Wireless Earbuds ENACFIRE E18 Latest Bluetooth 5.0 True Wireless Bluetooth Earbuds 15H Playtime 3D Stereo Sound Wireless Headphones Built-in Microphone,1,3633,funny
"question: My fire tablet has this yellow/orange light on the corner's.   is that normal ???   i just got it last week. product: Fire HD 8 Tablet with Alexa 8"" HD Display 16 GB Black - with Special Offers (Previous Generation - 7th)",0,5921,not funny
question: How do I know it won’t squeeze the blood outta my head or twist around like a cheap tube sock. Doubt that because I ware a 7 7/8th size cowboy hat? product: Self Pro Balaclava - Windproof Ski Mask - Cold Weather Face Motorcycle Mask - Ultimate Thermal Retention & Moisture Wicking w/Performance Soft Fleece Construction,1,13534,funny
question: Does the k&n 57-3045-fipk intake system fit a 2005 impala base with the 3400/la1 engine ? product: K&N 57-3045 FIPK Performance Air Intake System,0,3772,not funny
question: Will this help me become immune to losing Call of Duty matches? product: Mountain Dew Cans (12 Count 12 Fl Oz Each),1,1664,funny
question: I've been waiting for this product for years and now it's finally here! what a day! what a lovely day!!! product: Wilton 710-5521 Metallic Color Mist 1.5 oz Silver,0,9622,not funny
question: I want to order this product at APO address.Can you tell me if this is posible to receive this product here? product: Crest 3D White Professional Effects Whitestrips Teeth Whitening Strips Kit,0,16530,not funny
"question: When you say ""young dancers"" what do they mean by this? How young? product: I-Flex Jr Stretch Unit",1,5466,funny
question: Is PDP the percussion brand? product: Nintendo Switch Elite Player Backpack by PDP,0,6743,not funny
question: Can someone please explain to me why the sugar free ones give you diarrhea? product: Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,1,17611,funny
question: Whats the material made of? product: Zheng New Thanos Glove Costume Left Hand Gloves Infinity Soft PVC Gauntlet Glowing Version (Battery not Included),0,11703,not funny
question: Is the one that has wifi + cellular compatible with all Carriers? product: Apple iPad (Wi-Fi + Cellular 128GB) - Silver (Latest Model),0,7642,not funny
question: Is there pure 100% caffeine in this product? product: Nutricost Caffeine Pills 200mg Per Serving (500 Caps),0,9765,not funny
question: People accuse me of looking down my nose at them. Will these boots help people look up to me instead? product: Ivanka Trump Womens ISSA,1,6368,funny
question: Can the lambs go in the mothers stomach to be born? product: Manhattan Toy Nursing Nola Sheep Plush,1,10229,funny
question: If i buy one for my daughter do you think she'll submit to my advances? will this keep dcf away or should i move to alabama? product: Trump Make America Great Again Red Cap Collectible Ornament,1,2132,funny
